t_ms,ax,ay,az,norm,dnorm,energy,impact
23182.770,0.08374,-0.99316,-0.23755,1.02461,0.00472,0.00050,0
23185.025,0.07886,-0.99609,-0.24512,1.02884,0.00423,0.00050,0
23187.356,0.07983,-0.98730,-0.23169,1.01726,0.01157,0.00064,0
23189.823,0.07495,-0.99365,-0.24097,1.02520,0.00793,0.00070,0
23192.082,0.08081,-1.00024,-0.24146,1.03214,0.00695,0.00074,0
23194.337,0.08276,-0.99683,-0.23608,1.02774,0.00440,0.00075,0
23196.695,0.08252,-0.99756,-0.24829,1.03130,0.00356,0.00077,0
23199.054,0.08301,-0.99463,-0.24365,1.02740,0.00390,0.00074,0
23201.307,0.08008,-0.99561,-0.24780,1.02910,0.00170,0.00071,0
23203.563,0.08203,-0.99658,-0.24243,1.02892,0.00018,0.00071,0
23205.817,0.07715,-0.99658,-0.23389,1.02656,0.00236,0.00065,0
23208.071,0.08228,-0.99292,-0.23804,1.02436,0.00220,0.00063,0
23210.326,0.07886,-0.99512,-0.23413,1.02533,0.00096,0.00063,0
23212.581,0.08594,-0.99390,-0.23975,1.02601,0.00068,0.00063,0
23215.042,0.07739,-0.99756,-0.23340,1.02742,0.00141,0.00062,0
23217.296,0.08008,-0.99292,-0.24243,1.02522,0.00220,0.00060,0
23219.552,0.07471,-0.99292,-0.24048,1.02435,0.00087,0.00057,0
23221.865,0.07886,-0.99170,-0.24512,1.02458,0.00023,0.00057,0
23224.119,0.08130,-0.99438,-0.24683,1.02778,0.00320,0.00058,0
23226.438,0.07812,-0.99219,-0.24756,1.02559,0.00220,0.00056,0
23228.755,0.07642,-0.99634,-0.24097,1.02791,0.00232,0.00049,0
23231.097,0.07593,-1.00073,-0.23682,1.03117,0.00326,0.00050,0
23233.355,0.08521,-0.99512,-0.24048,1.02730,0.00387,0.00049,0
23235.739,0.08057,-1.00146,-0.24585,1.03434,0.00704,0.00045,0
23238.015,0.08398,-0.99707,-0.24707,1.03065,0.00369,0.00046,0
23240.438,0.08325,-0.99438,-0.24902,1.02847,0.00219,0.00045,0
23243.075,0.08105,-0.99756,-0.24438,1.03025,0.00178,0.00043,0
23245.328,0.07715,-0.99756,-0.23901,1.02869,0.00156,0.00030,0
23247.584,0.08057,-1.00098,-0.24341,1.03329,0.00460,0.00026,0
23249.986,0.08228,-0.99878,-0.23975,1.03044,0.00285,0.00022,0
23252.400,0.07886,-0.99756,-0.23511,1.02792,0.00252,0.00021,0
23254.783,0.07764,-0.99976,-0.23975,1.03103,0.00311,0.00020,0
23257.037,0.07471,-1.00049,-0.23975,1.03152,0.00049,0.00019,0
23259.507,0.07959,-0.99976,-0.23779,1.03072,0.00080,0.00019,0
23261.816,0.07983,-0.99756,-0.24243,1.02969,0.00103,0.00019,0
23264.074,0.08276,-0.99487,-0.23926,1.02658,0.00311,0.00019,0
23266.329,0.07373,-0.99951,-0.23975,1.03050,0.00392,0.00020,0
23268.581,0.08447,-0.99512,-0.24951,1.02939,0.00111,0.00020,0
23271.224,0.08960,-0.99341,-0.23926,1.02574,0.00366,0.00021,0
23273.794,0.07666,-0.99268,-0.23657,1.02335,0.00238,0.00022,0
23276.053,0.07617,-0.99341,-0.24170,1.02522,0.00187,0.00022,0
23278.308,0.08081,-0.99634,-0.23682,1.02728,0.00206,0.00022,0
23280.564,0.07935,-1.00049,-0.23828,1.03153,0.00425,0.00024,0
23282.820,0.08032,-0.99243,-0.24292,1.02488,0.00665,0.00027,0
23285.071,0.08350,-0.99805,-0.23682,1.02915,0.00427,0.00029,0
23287.457,0.08228,-0.99561,-0.24219,1.02794,0.00121,0.00028,0
23289.857,0.07324,-1.00220,-0.23828,1.03273,0.00480,0.00029,0
23292.114,0.08228,-0.99683,-0.24512,1.02981,0.00292,0.00029,0
23294.369,0.08423,-0.99878,-0.24146,1.03100,0.00118,0.00024,0
23296.746,0.08301,-0.98975,-0.24976,1.02414,0.00686,0.00027,0
23299.105,0.08325,-0.99438,-0.23853,1.02598,0.00183,0.00027,0
23301.359,0.07983,-0.99658,-0.24170,1.02858,0.00260,0.00027,0
23303.614,0.07764,-0.99951,-0.24146,1.03119,0.00261,0.00028,0
23305.868,0.07935,-1.00220,-0.24268,1.03421,0.00302,0.00027,0
23308.122,0.08008,-0.99292,-0.23779,1.02413,0.01008,0.00036,0
23310.377,0.08130,-1.00171,-0.22925,1.03082,0.00668,0.00040,0
23313.518,0.07666,-1.00073,-0.23071,1.02984,0.00098,0.00039,0
23315.816,0.07959,-0.99438,-0.23975,1.02597,0.00387,0.00040,0
23318.164,0.07837,-1.00024,-0.24072,1.03178,0.00581,0.00044,0
23320.462,0.08130,-1.00049,-0.23560,1.03106,0.00072,0.00044,0
23322.790,0.08423,-0.99463,-0.24194,1.02709,0.00397,0.00044,0
23325.019,0.07446,-0.99780,-0.23755,1.02839,0.00130,0.00043,0
23326.524,0.07812,-0.99365,-0.23804,1.02475,0.00364,0.00044,0
23328.025,0.08032,-0.99731,-0.23828,1.02853,0.00378,0.00044,0
23329.507,0.08203,-0.99683,-0.23926,1.02841,0.00011,0.00044,0
23331.019,0.07617,-0.99609,-0.23975,1.02737,0.00105,0.00043,0
23332.504,0.07886,-1.00000,-0.23730,1.03079,0.00342,0.00044,0
23333.987,0.07324,-0.99292,-0.23340,1.02261,0.00818,0.00049,0
23335.482,0.08008,-1.00049,-0.23779,1.03147,0.00886,0.00053,0
23336.964,0.08496,-1.00415,-0.24854,1.03793,0.00646,0.00055,0
23338.467,0.07690,-0.99487,-0.23315,1.02472,0.01322,0.00072,0
23339.953,0.07544,-0.99707,-0.24536,1.02958,0.00487,0.00072,0
23341.449,0.07935,-0.99365,-0.24829,1.02727,0.00231,0.00072,0
23343.971,0.08203,-0.99683,-0.24536,1.02985,0.00258,0.00072,0
23346.271,0.07715,-0.99316,-0.23584,1.02369,0.00616,0.00072,0
23348.316,0.08057,-0.99780,-0.24219,1.02993,0.00624,0.00075,0
23349.847,0.08154,-0.99390,-0.23535,1.02463,0.00530,0.00077,0
23351.365,0.08081,-0.99951,-0.23682,1.03036,0.00573,0.00080,0
23352.872,0.07788,-0.99463,-0.23608,1.02523,0.00513,0.00082,0
23354.502,0.07739,-0.99438,-0.24170,1.02626,0.00103,0.00072,0
23356.054,0.07520,-0.99341,-0.23779,1.02424,0.00202,0.00067,0
23357.590,0.07959,-0.99219,-0.23975,1.02384,0.00040,0.00067,0
23359.740,0.07617,-0.99780,-0.24072,1.02925,0.00541,0.00069,0
23362.037,0.08228,-0.99561,-0.24438,1.02846,0.00080,0.00066,0
23364.422,0.08325,-0.99023,-0.24219,1.02281,0.00564,0.00069,0
23365.922,0.07886,-0.99609,-0.24902,1.02977,0.00696,0.00072,0
23367.445,0.07886,-0.99927,-0.24121,1.03099,0.00121,0.00072,0
23368.942,0.08008,-0.99805,-0.23291,1.02799,0.00300,0.00071,0
23370.444,0.08252,-0.99463,-0.24023,1.02655,0.00144,0.00070,0
23372.056,0.08203,-0.99512,-0.23462,1.02569,0.00086,0.00070,0
23373.653,0.08032,-0.99146,-0.24023,1.02330,0.00238,0.00071,0
23375.305,0.07446,-0.99438,-0.24268,1.02627,0.00297,0.00070,0
23377.520,0.07300,-0.99658,-0.23901,1.02744,0.00117,0.00064,0
23379.322,0.08105,-1.00073,-0.23608,1.03139,0.00395,0.00058,0
23380.814,0.08203,-0.99097,-0.23682,1.02217,0.00923,0.00062,0
23382.309,0.07812,-0.99585,-0.24097,1.02756,0.00540,0.00047,0
23383.998,0.07837,-0.99536,-0.24365,1.02774,0.00018,0.00045,0
23385.519,0.08081,-0.99707,-0.22974,1.02638,0.00136,0.00045,0
23387.033,0.08325,-0.99536,-0.23926,1.02709,0.00071,0.00044,0
23388.622,0.08276,-1.00049,-0.24756,1.03398,0.00689,0.00045,0
23390.120,0.07837,-0.99634,-0.24219,1.02834,0.00564,0.00044,0
23391.715,0.08301,-1.00000,-0.23999,1.03174,0.00340,0.00043,0
23394.034,0.07666,-0.99170,-0.24048,1.02332,0.00842,0.00046,0
23395.760,0.08105,-0.99707,-0.24341,1.02955,0.00623,0.00048,0
23397.259,0.08008,-0.99438,-0.24072,1.02624,0.00331,0.00049,0
23398.769,0.07642,-0.99536,-0.23804,1.02628,0.00004,0.00048,0
23400.275,0.07983,-0.99585,-0.23291,1.02583,0.00044,0.00048,0
23401.801,0.07910,-0.99585,-0.23438,1.02611,0.00028,0.00045,0
23403.296,0.08228,-0.99634,-0.24194,1.02859,0.00248,0.00046,0
23404.791,0.08472,-0.99756,-0.23633,1.02866,0.00008,0.00043,0
23406.285,0.08081,-0.99609,-0.23584,1.02682,0.00185,0.00038,0
23407.786,0.08203,-0.99390,-0.23828,1.02535,0.00147,0.00038,0
23409.422,0.08179,-0.99365,-0.24438,1.02653,0.00118,0.00038,0
23411.692,0.08374,-0.99683,-0.24756,1.03051,0.00399,0.00039,0
23413.187,0.08350,-0.99780,-0.23682,1.02891,0.00160,0.00039,0
23414.680,0.08154,-0.99634,-0.23975,1.02802,0.00090,0.00039,0
23416.173,0.08032,-1.00049,-0.23511,1.03088,0.00286,0.00039,0
23417.668,0.08130,-0.99927,-0.24121,1.03118,0.00030,0.00038,0
23419.164,0.08252,-0.99731,-0.24170,1.02950,0.00168,0.00037,0
23420.648,0.08374,-0.99805,-0.24097,1.03013,0.00064,0.00029,0
23422.132,0.08057,-0.99609,-0.24170,1.02816,0.00197,0.00026,0
23423.629,0.07959,-0.99731,-0.24268,1.02950,0.00134,0.00026,0
23425.134,0.08472,-0.99707,-0.24048,1.02915,0.00034,0.00026,0
23427.318,0.07959,-0.99634,-0.24146,1.02826,0.00089,0.00026,0
23429.071,0.08130,-0.99463,-0.23730,1.02577,0.00249,0.00022,0
23430.565,0.07178,-0.99634,-0.23608,1.02644,0.00067,0.00019,0
23432.058,0.07593,-1.00000,-0.24463,1.03228,0.00584,0.00021,0
23433.608,0.08228,-0.99805,-0.23901,1.02956,0.00272,0.00015,0
23435.116,0.08130,-0.99658,-0.23779,1.02778,0.00178,0.00011,0
23436.609,0.07642,-0.99365,-0.23853,1.02473,0.00305,0.00011,0
23438.101,0.08228,-0.99951,-0.23730,1.03059,0.00585,0.00015,0
23439.588,0.08105,-0.99487,-0.23462,1.02537,0.00521,0.00017,0
23441.075,0.08472,-0.99731,-0.23950,1.02916,0.00379,0.00019,0
23442.707,0.08252,-1.00366,-0.23340,1.03374,0.00458,0.00020,0
23444.960,0.08228,-0.99438,-0.23706,1.02556,0.00818,0.00027,0
23446.457,0.07983,-1.00000,-0.23145,1.02953,0.00398,0.00028,0
23447.962,0.08398,-0.99243,-0.24121,1.02477,0.00476,0.00030,0
23449.453,0.07666,-0.99146,-0.24487,1.02412,0.00065,0.00030,0
23450.946,0.08179,-1.00000,-0.24048,1.03176,0.00763,0.00034,0
23452.436,0.07739,-0.99756,-0.24634,1.03043,0.00132,0.00034,0
23453.928,0.08081,-0.99756,-0.24780,1.03105,0.00061,0.00034,0
23455.417,0.07227,-0.99829,-0.23975,1.02922,0.00183,0.00034,0
23456.903,0.07837,-0.99829,-0.24194,1.03018,0.00096,0.00034,0
23458.395,0.08594,-0.99902,-0.24487,1.03218,0.00200,0.00034,0
23460.618,0.07788,-0.99609,-0.24829,1.02952,0.00266,0.00035,0
23462.416,0.08228,-0.99780,-0.24390,1.03047,0.00095,0.00034,0
23463.910,0.07764,-0.99268,-0.24438,1.02526,0.00521,0.00037,0
23465.402,0.07886,-0.99951,-0.24536,1.03220,0.00694,0.00042,0
23466.896,0.07910,-0.99878,-0.23682,1.02951,0.00269,0.00042,0
23468.387,0.08105,-0.99609,-0.23706,1.02712,0.00240,0.00042,0
23469.878,0.08032,-0.99902,-0.24341,1.03138,0.00426,0.00044,0
23471.367,0.07910,-0.99731,-0.24365,1.02969,0.00169,0.00041,0
23472.851,0.08301,-0.99683,-0.23657,1.02787,0.00182,0.00040,0
23474.340,0.08008,-1.00000,-0.24170,1.03191,0.00404,0.00042,0
23476.140,0.07935,-0.99878,-0.24023,1.03032,0.00158,0.00041,0
23478.295,0.08228,-0.99463,-0.24072,1.02665,0.00368,0.00039,0
23479.788,0.08203,-0.99414,-0.24219,1.02650,0.00015,0.00036,0
23481.282,0.08032,-0.99683,-0.22656,1.02540,0.00110,0.00035,0
23482.781,0.08081,-0.99658,-0.23730,1.02763,0.00223,0.00033,0
23484.304,0.07910,-0.99390,-0.24292,1.02621,0.00142,0.00027,0
23485.800,0.08008,-0.99609,-0.23682,1.02698,0.00078,0.00025,0
23487.294,0.07715,-0.99780,-0.23633,1.02831,0.00132,0.00023,0
23488.784,0.07886,-0.99561,-0.23975,1.02710,0.00121,0.00023,0
23490.302,0.07910,-0.99878,-0.23853,1.02991,0.00281,0.00018,0
23491.793,0.07837,-0.99878,-0.24268,1.03082,0.00091,0.00018,0
23494.044,0.08423,-0.99707,-0.24536,1.03026,0.00056,0.00018,0
23495.777,0.07910,-0.99438,-0.23779,1.02548,0.00479,0.00020,0
23497.422,0.07886,-0.99316,-0.22607,1.02162,0.00386,0.00022,0
23498.921,0.07788,-1.00171,-0.24292,1.03368,0.01206,0.00036,0
23500.415,0.07788,-1.00195,-0.24902,1.03537,0.00169,0.00035,0
23501.910,0.07422,-0.99658,-0.23950,1.02764,0.00773,0.00041,0
23503.406,0.07837,-0.99609,-0.23828,1.02719,0.00045,0.00039,0
23504.897,0.07959,-1.00122,-0.24146,1.03299,0.00580,0.00037,0
23506.389,0.07910,-1.00220,-0.24048,1.03368,0.00068,0.00036,0
23507.879,0.07373,-0.99341,-0.24634,1.02615,0.00753,0.00041,0
23509.876,0.07446,-1.00049,-0.24707,1.03323,0.00708,0.00045,0
23512.134,0.08032,-0.99976,-0.24146,1.03163,0.00160,0.00045,0
23514.399,0.08154,-0.99487,-0.24976,1.02898,0.00265,0.00045,0
23516.660,0.08130,-0.99805,-0.24438,1.03074,0.00176,0.00044,0
23518.920,0.08569,-0.99780,-0.23486,1.02865,0.00210,0.00044,0
23521.164,0.08154,-0.99951,-0.24658,1.03270,0.00406,0.00044,0
23523.416,0.08130,-0.99683,-0.23779,1.02802,0.00469,0.00046,0
23525.682,0.07397,-0.99390,-0.23755,1.02456,0.00345,0.00047,0
23527.951,0.07471,-0.99805,-0.24072,1.02938,0.00482,0.00049,0
23530.213,0.07935,-0.99341,-0.24194,1.02552,0.00386,0.00051,0
23532.474,0.07983,-0.99341,-0.24048,1.02521,0.00031,0.00050,0
23534.732,0.08130,-0.99878,-0.24268,1.03105,0.00583,0.00054,0
23536.980,0.08179,-0.99609,-0.25195,1.03071,0.00033,0.00054,0
23539.247,0.08423,-1.00000,-0.23633,1.03099,0.00028,0.00053,0
23541.503,0.07739,-0.99829,-0.22974,1.02730,0.00369,0.00054,0
23543.761,0.07422,-0.99561,-0.24219,1.02732,0.00002,0.00054,0
23546.075,0.07886,-0.99707,-0.24463,1.02967,0.00234,0.00052,0
23548.391,0.07471,-1.00098,-0.24487,1.03320,0.00353,0.00052,0
23549.900,0.07910,-0.99658,-0.24585,1.02950,0.00370,0.00039,0
23551.395,0.07959,-0.99634,-0.24609,1.02936,0.00014,0.00039,0
23552.885,0.07886,-0.99878,-0.24292,1.03092,0.00155,0.00033,0
23554.375,0.08228,-1.00098,-0.24365,1.03348,0.00257,0.00034,0
23555.877,0.08105,-0.99829,-0.24072,1.03010,0.00339,0.00031,0
23557.361,0.07788,-1.00049,-0.23853,1.03147,0.00137,0.00031,0
23559.460,0.08374,-0.99780,-0.24585,1.03105,0.00042,0.00026,0
23561.757,0.07495,-0.99585,-0.23682,1.02636,0.00469,0.00023,0
23563.259,0.07910,-0.99878,-0.23584,1.02929,0.00293,0.00024,0
23564.753,0.07593,-0.99341,-0.23389,1.02339,0.00590,0.00026,0
23566.268,0.08032,-0.99341,-0.23804,1.02468,0.00129,0.00026,0
23567.760,0.08301,-0.99976,-0.25073,1.03405,0.00937,0.00035,0
23569.248,0.08350,-0.99536,-0.24463,1.02838,0.00568,0.00036,0
23570.740,0.08081,-0.99609,-0.23682,1.02704,0.00134,0.00034,0
23572.230,0.08203,-0.99634,-0.23267,1.02643,0.00062,0.00033,0
23573.718,0.07617,-1.00122,-0.24072,1.03257,0.00614,0.00034,0
23575.257,0.07837,-0.99194,-0.24048,1.02368,0.00888,0.00041,0
23577.506,0.07935,-0.99805,-0.24634,1.03106,0.00737,0.00046,0
23579.759,0.07983,-1.00293,-0.23901,1.03410,0.00305,0.00044,0
23582.037,0.08179,-0.99707,-0.23706,1.02812,0.00598,0.00047,0
23584.389,0.08252,-0.99634,-0.24146,1.02849,0.00037,0.00047,0
23585.906,0.08203,-0.99365,-0.24561,1.02684,0.00166,0.00046,0
23587.414,0.07886,-0.99097,-0.24365,1.02352,0.00331,0.00047,0
23588.902,0.07959,-0.99609,-0.25171,1.03048,0.00696,0.00052,0
23590.407,0.08130,-1.00073,-0.24146,1.03265,0.00217,0.00051,0
23591.987,0.07788,-0.99536,-0.24854,1.02887,0.00378,0.00051,0
23594.241,0.08252,-0.99341,-0.23926,1.02514,0.00373,0.00052,0
23596.510,0.07593,-0.99878,-0.24121,1.03030,0.00515,0.00055,0
23598.811,0.07886,-0.99487,-0.24219,1.02696,0.00334,0.00055,0
23600.521,0.07739,-0.99805,-0.24121,1.02969,0.00273,0.00055,0
23602.015,0.08057,-0.99829,-0.23706,1.02921,0.00048,0.00055,0
23603.507,0.07886,-0.99927,-0.23901,1.03048,0.00127,0.00055,0
23605.000,0.08032,-0.99609,-0.24146,1.02808,0.00239,0.00053,0
23606.492,0.08252,-0.99634,-0.24487,1.02930,0.00122,0.00052,0
23607.987,0.08276,-0.99731,-0.24292,1.02980,0.00050,0.00049,0
23610.265,0.08130,-1.00171,-0.24683,1.03487,0.00506,0.00051,0
23612.560,0.08032,-0.99634,-0.24609,1.02942,0.00545,0.00046,0
23614.271,0.08081,-0.99707,-0.23706,1.02805,0.00137,0.00043,0
23615.762,0.08081,-0.99243,-0.24805,1.02615,0.00190,0.00043,0
23617.349,0.07544,-0.99854,-0.23779,1.02923,0.00308,0.00044,0
23618.815,0.08203,-0.99683,-0.24390,1.02950,0.00028,0.00040,0
23620.302,0.07690,-0.99194,-0.24487,1.02461,0.00489,0.00034,0
23621.895,0.07935,-0.99902,-0.24463,1.03159,0.00698,0.00034,0
23623.512,0.08032,-1.00366,-0.24463,1.03616,0.00457,0.00035,0
23625.076,0.08154,-1.00195,-0.24658,1.03507,0.00110,0.00031,0
23627.307,0.08081,-0.99902,-0.23706,1.02994,0.00513,0.00034,0
23629.084,0.08081,-0.99292,-0.23560,1.02368,0.00626,0.00038,0
23630.600,0.07690,-0.99292,-0.24658,1.02597,0.00228,0.00037,0
23632.089,0.07812,-0.99805,-0.24463,1.03056,0.00459,0.00034,0
23633.572,0.07788,-0.99756,-0.23877,1.02869,0.00187,0.00034,0
23635.065,0.08032,-1.00049,-0.23755,1.03143,0.00275,0.00034,0
23636.560,0.07886,-0.99316,-0.23169,1.02288,0.00856,0.00040,0
23638.052,0.07690,-0.99561,-0.23315,1.02543,0.00255,0.00038,0
23639.548,0.07935,-0.99731,-0.23853,1.02851,0.00308,0.00037,0
23641.070,0.07690,-0.99365,-0.24463,1.02621,0.00230,0.00037,0
23643.189,0.08032,-0.99585,-0.24634,1.02900,0.00280,0.00038,0
23645.464,0.07690,-0.99316,-0.23364,1.02317,0.00583,0.00041,0
23647.796,0.08350,-0.99561,-0.23633,1.02667,0.00350,0.00042,0
23649.383,0.07715,-0.99487,-0.24268,1.02694,0.00027,0.00042,0
23650.878,0.08423,-0.99731,-0.24121,1.02952,0.00258,0.00042,0
23652.391,0.07617,-1.00391,-0.24194,1.03545,0.00593,0.00043,0
23653.887,0.08105,-0.99609,-0.24316,1.02854,0.00691,0.00045,0
23655.383,0.07324,-0.99805,-0.23608,1.02820,0.00034,0.00045,0
23656.877,0.07520,-0.99658,-0.23633,1.02698,0.00122,0.00045,0
23658.471,0.07080,-0.99976,-0.24609,1.03203,0.00505,0.00046,0
23660.778,0.07666,-0.99487,-0.23804,1.02582,0.00621,0.00050,0
23662.320,0.08252,-0.99438,-0.24390,1.02718,0.00136,0.00048,0
23663.865,0.08325,-0.99805,-0.24463,1.03096,0.00378,0.00044,0
23665.354,0.07837,-0.99927,-0.25293,1.03376,0.00280,0.00043,0
23666.849,0.08032,-0.99976,-0.24121,1.03157,0.00218,0.00044,0
23668.390,0.08179,-0.99292,-0.24097,1.02501,0.00657,0.00045,0
23669.903,0.08276,-0.98657,-0.24707,1.02040,0.00461,0.00043,0
23671.445,0.07446,-0.99097,-0.24390,1.02325,0.00285,0.00044,0
23672.972,0.07373,-0.99756,-0.25024,1.03111,0.00785,0.00048,0
23674.484,0.07495,-0.99390,-0.24390,1.02613,0.00498,0.00050,0
23676.008,0.07617,-0.99658,-0.24121,1.02818,0.00206,0.00050,0
23678.265,0.08081,-0.99878,-0.25073,1.03294,0.00475,0.00045,0
23679.760,0.08887,-0.99585,-0.24194,1.02866,0.00427,0.00046,0
23681.252,0.08643,-0.99951,-0.24463,1.03264,0.00397,0.00046,0
23682.745,0.08252,-1.00024,-0.24170,1.03234,0.00030,0.00046,0
23684.234,0.07764,-0.99609,-0.23633,1.02668,0.00565,0.00048,0
23685.721,0.07544,-0.99512,-0.23291,1.02479,0.00189,0.00045,0
23687.210,0.07983,-0.99731,-0.24902,1.03103,0.00624,0.00048,0
23688.694,0.08057,-0.99487,-0.23755,1.02601,0.00502,0.00050,0
23690.192,0.07910,-0.99536,-0.23901,1.02671,0.00070,0.00050,0
23691.684,0.08423,-0.99585,-0.24341,1.02862,0.00191,0.00047,0
23693.938,0.07739,-0.99902,-0.23389,1.02895,0.00033,0.00042,0
23696.228,0.08374,-0.99243,-0.23828,1.02407,0.00489,0.00044,0
23698.333,0.07812,-0.99048,-0.24805,1.02405,0.00002,0.00044,0
23699.872,0.07959,-0.99634,-0.24146,1.02826,0.00421,0.00043,0
23701.362,0.08350,-0.99634,-0.24512,1.02944,0.00118,0.00040,0
23702.854,0.08594,-0.99829,-0.24487,1.03147,0.00203,0.00040,0
23704.338,0.07764,-0.99438,-0.24585,1.02726,0.00421,0.00040,0
23705.819,0.07666,-0.99414,-0.23975,1.02551,0.00175,0.00040,0
23707.351,0.07471,-1.00122,-0.24097,1.03252,0.00701,0.00044,0
23709.787,0.08179,-0.99756,-0.23853,1.02893,0.00358,0.00041,0
23711.674,0.08350,-0.99854,-0.24072,1.03053,0.00160,0.00039,0
23713.166,0.07690,-0.99243,-0.23438,1.02263,0.00790,0.00045,0
23714.667,0.08521,-0.99438,-0.23975,1.02642,0.00379,0.00040,0
23716.158,0.08423,-1.00000,-0.24097,1.03207,0.00564,0.00041,0
23717.663,0.08252,-0.99854,-0.24121,1.03057,0.00150,0.00040,0
23719.181,0.08032,-0.99341,-0.23877,1.02485,0.00571,0.00041,0
23720.663,0.08398,-0.99878,-0.23633,1.02979,0.00494,0.00042,0
23722.145,0.08252,-0.99805,-0.23804,1.02935,0.00043,0.00040,0
23723.632,0.07812,-0.99414,-0.23999,1.02568,0.00368,0.00042,0
23725.228,0.08154,-0.99780,-0.24048,1.02961,0.00393,0.00040,0
23727.480,0.07837,-0.99658,-0.24023,1.02812,0.00149,0.00040,0
23729.744,0.08398,-0.99683,-0.23242,1.02700,0.00112,0.00036,0
23732.202,0.08228,-1.00195,-0.23413,1.03223,0.00523,0.00036,0
23734.491,0.08496,-0.99487,-0.23267,1.02524,0.00699,0.00041,0
23735.985,0.07715,-0.99805,-0.24097,1.02962,0.00438,0.00043,0
23737.472,0.08228,-0.99731,-0.23950,1.02896,0.00065,0.00043,0
23738.958,0.07739,-0.99268,-0.24219,1.02472,0.00424,0.00042,0
23740.450,0.07812,-0.99048,-0.23389,1.02071,0.00401,0.00044,0
23742.036,0.08130,-0.99512,-0.23901,1.02664,0.00593,0.00046,0
23744.291,0.08105,-0.99805,-0.24341,1.03049,0.00385,0.00047,0
23746.746,0.07935,-0.99585,-0.24365,1.02829,0.00220,0.00047,0
23749.258,0.07568,-0.99683,-0.24756,1.02989,0.00160,0.00046,0
23750.779,0.08008,-0.99121,-0.24072,1.02316,0.00673,0.00050,0
23752.271,0.07593,-0.99365,-0.23560,1.02402,0.00086,0.00045,0
23753.762,0.07300,-0.99731,-0.24048,1.02849,0.00447,0.00046,0
23755.261,0.07397,-0.99951,-0.24194,1.03103,0.00254,0.00046,0
23756.745,0.07935,-0.99658,-0.24023,1.02819,0.00284,0.00041,0
23758.241,0.08081,-0.99780,-0.24170,1.02983,0.00164,0.00039,0
23760.497,0.07886,-0.99609,-0.24097,1.02786,0.00198,0.00037,0
23762.759,0.08423,-0.99512,-0.24146,1.02745,0.00041,0.00036,0
23765.008,0.07910,-1.00098,-0.24170,1.03278,0.00533,0.00036,0
23767.271,0.07690,-0.99731,-0.24927,1.03087,0.00191,0.00034,0
23769.525,0.07861,-1.00000,-0.23804,1.03094,0.00008,0.00034,0
23771.987,0.08154,-1.00073,-0.23926,1.03216,0.00122,0.00033,0
23774.194,0.08179,-0.99731,-0.24194,1.02950,0.00267,0.00032,0
23775.690,0.07690,-0.99731,-0.24829,1.03063,0.00113,0.00032,0
23777.182,0.07861,-0.99756,-0.24829,1.03100,0.00037,0.00032,0
23778.673,0.08374,-0.99609,-0.24097,1.02824,0.00275,0.00030,0
23780.158,0.08398,-0.99609,-0.24072,1.02820,0.00004,0.00025,0
23781.678,0.07959,-0.99805,-0.24365,1.03044,0.00223,0.00023,0
23783.164,0.08008,-1.00415,-0.24072,1.03570,0.00527,0.00026,0
23784.679,0.08374,-0.99976,-0.24390,1.03248,0.00322,0.00025,0
23786.172,0.08398,-0.99707,-0.24683,1.03059,0.00188,0.00024,0
23787.664,0.08228,-0.99756,-0.23877,1.02903,0.00156,0.00021,0
23789.155,0.08057,-0.99780,-0.24023,1.02947,0.00044,0.00019,0
23790.679,0.08374,-0.99854,-0.24048,1.03049,0.00102,0.00019,0
23792.494,0.08008,-1.00098,-0.23169,1.03056,0.00006,0.00019,0
23794.636,0.07837,-0.99756,-0.24487,1.03016,0.00040,0.00014,0
23796.169,0.08740,-0.98999,-0.24512,1.02362,0.00654,0.00018,0
23797.780,0.08203,-0.98853,-0.23633,1.01969,0.00393,0.00018,0
23799.303,0.08057,-0.99561,-0.24072,1.02746,0.00777,0.00023,0
23800.795,0.07886,-0.99487,-0.24414,1.02742,0.00004,0.00023,0
23802.288,0.07617,-0.99585,-0.24146,1.02753,0.00011,0.00022,0
23803.780,0.08008,-0.99097,-0.23950,1.02264,0.00489,0.00024,0
23805.316,0.07666,-0.99390,-0.23486,1.02414,0.00150,0.00024,0
23806.811,0.08252,-0.99805,-0.23975,1.02975,0.00561,0.00025,0
23808.303,0.08716,-0.98950,-0.24512,1.02313,0.00662,0.00029,0
23810.465,0.08032,-0.99390,-0.24316,1.02636,0.00323,0.00030,0
23812.248,0.07593,-0.99780,-0.24902,1.03121,0.00485,0.00032,0
23813.750,0.07666,-0.99707,-0.25073,1.03097,0.00024,0.00031,0
23815.244,0.07764,-0.99731,-0.23853,1.02838,0.00259,0.00032,0
23816.762,0.07837,-0.99658,-0.24194,1.02852,0.00014,0.00032,0
23818.266,0.08105,-0.99634,-0.23975,1.02798,0.00054,0.00031,0
23819.772,0.07886,-0.99268,-0.23828,1.02391,0.00406,0.00033,0
23821.281,0.07886,-0.99707,-0.23193,1.02672,0.00281,0.00033,0
23822.779,0.08105,-0.99292,-0.25732,1.02892,0.00220,0.00031,0
23824.289,0.08032,-0.99585,-0.25000,1.02989,0.00097,0.00030,0
23825.798,0.07910,-0.99829,-0.24976,1.03209,0.00221,0.00030,0
23828.066,0.07373,-0.99805,-0.24341,1.02994,0.00215,0.00030,0
